,Name,Platform,Publisher,Chartz_Score,User_Score,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year_of_Release,Genre
9066, Halo Triple Pack     ,Microsoft  ,Bungie Software  ,,,,0.16,0.12,0.03,,0.01,06 Oct 05  ,Shooter
9067, Chaotic: Shadow Warriors     ,Activision  ,Activision  ,,6.2  ,,0.16,0.14,,,0.01,17 Nov 09  ,Action
9068, My Baby 3 & Friends     ,Majesco  ,Nobilis  ,,,,0.16,0.12,0.02,,0.01,12 Oct 10  ,Simulation
9069, Sherlock Holmes vs. Jack the Ripper     ,DreamCatcher Interactive  ,Frogwares  ,,,,0.16,0.11,0.04,,0.01,20 Apr 10  ,Adventure
9070, Street Racer     ,Ubisoft  ,Vivid Image  ,,,,0.16,0.09,0.06,,0.01,31 Oct 96  ,Racing
9071, Jurassic Park: The Game     ,Unknown  ,Telltale Games  ,,,,0.16,0.15,,,0.01,15 Nov 11  ,Action
9072, NBA 2K3     ,Sega  ,Visual Concepts  ,,,,0.16,0.12,0.03,,0.00,07 Oct 02  ,Sports
9073, DiRT 4     ,Deep Silver  ,Codemasters  ,,,,0.16,0.05,0.10,,0.01,06 Jun 17  ,Racing
9074, Tak and the Guardians of Gross     ,THQ  ,Blitz Games  ,,,,0.16,0.14,0.00,,0.01,13 Oct 08  ,Action
9075, Monster House     ,THQ  ,Artificial Mind and Movement  ,,,,0.16,0.14,0.01,,0.01,18 Jul 06  ,Adventure
9076, Arcana Heart     ,Atlus  ,Examu Inc.  ,,8.1  ,,0.16,0.06,0.05,0.04,0.02,10 Apr 08  ,Fighting
9077, NHL 2005     ,EA Sports  ,EA Canada  ,,,,0.16,0.12,0.03,,0.01,20 Sep 04  ,Sports
9078, We Dance     ,Nordic Games  ,Nordic Games  ,,3.5  ,,0.16,,0.14,,0.02,02 Sep 11  ,Misc
9079, World Soccer Winning Eleven 2010: Aoki Samurai no Chousen     ,Konami  ,Konami  ,,,,0.16,,,0.16,,20 May 10  ,Sports
9080, Battlestar Galactica     ,VU Games  ,Warthog  ,,,,0.16,0.08,0.06,,0.02,19 Nov 03  ,Simulation
9081, The Amazing Spider-Man (2012)     ,Activision  ,Beenox  ,,,,0.16,0.10,0.04,,0.01,26 Jun 12  ,Action-Adventure
9082, Kingdom Hearts: Birth by Sleep - Final Mix     ,Square Enix  ,Square Enix  ,,,,0.16,,,0.16,,20 Jan 11  ,Role-Playing
9083, Skylanders Giants     ,Activision  ,n-Space  ,,,,0.16,0.13,0.01,,0.02,21 Oct 12  ,Misc
9084, Godzilla Unleashed     ,Atari  ,"Pipeworks Software, Inc.  ",,4.5  ,,0.16,0.14,0.00,,0.01,05 Dec 07  ,Fighting
9085, Toriko: Gourmet Monsters!     ,Namco Bandai Games  ,Unknown  ,,,,0.16,,,0.16,,13 Dec 12  ,Misc
9086, Imagine: Music Fest     ,Ubisoft  ,Handheld Games  ,,,,0.16,0.14,,,0.01,12 May 09  ,Simulation
9087, The Incredible Hulk: The Pantheon Saga     ,Eidos Interactive  ,Attention To Detail  ,,,,0.16,0.09,0.06,,0.01,28 Feb 97  ,Action
9088, The Idolm@ster 2     ,Bandai  ,Bandai Namco Games  ,,,,0.16,,,0.16,,27 Oct 11  ,Misc
9089, Bleach: Dark Souls     ,Sega  ,"Treasure Co., Ltd.  ",,,,0.16,0.12,0.02,,0.01,07 Oct 08  ,Fighting
9090, AC/DC LIVE: Rock Band Track Pack     ,MTV Games  ,Harmonix Music Systems  ,,,,0.16,0.08,0.06,,0.02,16 Nov 08  ,Misc
9091, Senran Kagura: Shoujotachi no Shinei     ,Marvelous Interactive  ,Marvelous Interactive  ,,,,0.16,,,0.16,,22 Sep 11  ,Misc
9092, Tales of Destiny: Director's Cut     ,Namco Bandai  ,Namco Tales Studio  ,,,,0.16,,,0.16,,31 Jan 08  ,Role-Playing
9093, He-Man: Power of Grayskull     ,TDK Mediactive  ,Taniko  ,,,,0.16,0.11,0.04,,0.00,29 Oct 02  ,Action
9094, Rondo of Swords (US sales)     ,Atlus  ,Success  ,,,,0.16,0.16,,,,15 Apr 08  ,Role-Playing
9095, Polaris SnoCross     ,Vatical Entertainment  ,Vicarious Visions  ,,,,0.16,0.09,0.06,,0.01,29 Aug 00  ,Racing
9096, Wing Commander III: Heart of the Tiger     ,Electronic Arts  ,Origin Systems  ,,,,0.16,0.09,0.06,,0.01,28 Mar 96  ,Action
9097, Metal Gear Solid V: The Phantom Pain     ,Konami Digital Entertainment  ,Kojima Productions  ,,,,0.16,0.10,0.04,,0.01,01 Sep 15  ,Misc
9098, Mat Hoffman's Pro BMX 2     ,Activision  ,HotGen Studios  ,,,,0.16,0.11,0.04,,0.00,13 Aug 02  ,Sports
9099, Fist of the North Star: Ken's Rage     ,Tecmo Koei  ,Tecmo Koei  ,,5.4  ,,0.16,0.07,0.02,0.06,0.01,02 Nov 10  ,Action
9100, Lufia: Curse of the Sinistrals     ,Natsume  ,Neverland Company  ,,7.8  ,,0.16,0.11,,0.03,0.01,12 Oct 10  ,Role-Playing
9101, Muppet RaceMania     ,Midway Games  ,Traveller's Tales  ,,,,0.15,0.09,0.06,,0.01,03 Oct 00  ,Racing
9102, Namco Museum Vol.5     ,Namco  ,Namco  ,,,,0.15,0.02,0.01,0.12,0.01,01 Jan 97  ,Misc
9103, Courier Crisis     ,GT Interactive  ,New Level Software  ,,,,0.15,0.09,0.06,,0.01,30 Nov 97  ,Racing
9104, Chessmaster: The Art of Learning      ,Ubisoft  ,Ubisoft  ,,,,0.15,0.12,0.03,,0.01,23 Oct 07  ,Misc
9105, Sniper: Ghost Warrior     ,City Interactive  ,City Interactive  ,,5.4  ,,0.15,,0.13,,0.03,29 Jun 10  ,Shooter
9106, Digimon Battle Spirit 2     ,Bandai  ,Dimps Corporation  ,,7.0  ,,0.15,0.11,0.04,,0.00,24 Sep 03  ,Fighting
9107, Winning Post 3     ,KOEI  ,Koei  ,,,,0.15,,,0.14,0.01,26 Feb 98  ,Racing
9108, Driven     ,BAM! Entertainment  ,BAM! Entertainment  ,,,,0.15,0.08,0.06,,0.02,06 Nov 01  ,Racing
9109, Space Camp     ,Activision  ,7 Studios  ,,,,0.15,0.14,,,0.01,26 May 09  ,Action
9110, Saw II: Flesh & Blood     ,Konami  ,Zombie Studios  ,5.0  ,4.9  ,,0.15,0.10,0.04,,0.01,19 Oct 10  ,Action
9111, Blitz: The League II     ,Midway Games  ,Midway Games  ,,6.3  ,,0.15,0.11,0.03,,0.02,13 Oct 08  ,Sports
9112, Gravity Rush Remastered     ,Sony Computer Entertainment  ,Bluepoint Games  ,,,,0.15,0.02,0.06,0.05,0.02,02 Feb 16  ,Action
9113, Tears to Tiara II: Haou no Matsuei     ,Unknown  ,Unknown  ,,,,0.15,0.07,0.01,0.06,0.02,31 Dec 20  ,Misc
9114," Warhammer 40,000: Fire Warrior     ",THQ  ,Kuju Entertainment  ,,,,0.15,0.08,0.06,,0.02,17 Nov 03  ,Shooter
9115, Bust-A-Move Bash!     ,Majesco  ,Happy Happening  ,,,,0.15,0.13,0.01,,0.01,17 Apr 07  ,Puzzle
9116, All-Pro Football 2K8     ,2K Sports  ,Visual Concepts  ,,,,0.15,0.14,,,0.01,16 Jul 07  ,Sports
9117, Hot Wheels: Battle Force 5     ,Activision  ,Sidhe Interactive  ,,,,0.15,0.12,0.02,,0.01,17 Nov 09  ,Racing
9118, Dragon's Lair Trilogy     ,Destineer  ,Digital Leisure Inc.  ,,,,0.15,0.14,,,0.01,08 Oct 10  ,Adventure
9119, Dynasty Warriors 8: Empires     ,Tecmo Koei  ,Omega Force  ,,,,0.15,0.09,0.05,,0.01,16 Jul 13  ,Action
9120, Stormrise     ,Sega  ,The Creative Assembly  ,,4.4  ,,0.15,0.11,0.03,,0.01,24 Mar 09  ,Strategy
9121, Birds of Steel     ,Konami Digital Entertainment  ,Gaijin Games  ,,,,0.15,0.11,0.03,,0.01,13 Mar 12  ,Simulation
9122, MTV Music Generator 2     ,Codemasters  ,Jester Interactive  ,,,,0.15,0.08,0.06,,0.02,19 May 01  ,Misc
9123, PaRappa The Rapper     ,Sony Computer Entertainment  ,Epics  ,,,,0.15,0.11,0.00,0.02,0.02,17 Jul 07  ,Misc
9124, Ultimate Spider-Man     ,Activision  ,Vicarious Visions  ,,,,0.15,0.14,0.00,,0.01,19 Sep 05  ,Action
9125, Burnout 2: Point of Impact     ,Acclaim Entertainment  ,Criterion Games  ,,,,0.15,0.12,0.03,,0.00,09 Apr 03  ,Racing
9126, Paris-Dakar Rally     ,Acclaim Entertainment  ,Broadsword Interactive  ,,,,0.15,0.08,0.06,,0.02,09 Oct 01  ,Racing
9127, Active Life Explorer     ,Namco Bandai  ,Namco Bandai Games  ,,,,0.15,0.14,,,0.01,19 Oct 10  ,Sports
9128, Doctor Who: Evacuation Earth     ,Unknown  ,Asylum Entertainment  ,,,,0.15,,0.13,,0.02,12 Nov 10  ,Adventure
9129, Karaoke Revolution Glee: Volume 3     ,Konami  ,Hijinx Studios  ,,,,0.15,0.14,,,0.01,22 Nov 11  ,Misc
9130, Atelier Iris: Eternal Mana     ,NIS America  ,Gust  ,,7.2  ,,0.15,0.08,0.06,,0.02,28 Jun 05  ,Role-Playing
9131, Blinx 2: Masters of Time & Space     ,Microsoft  ,Artoon  ,,6.8  ,,0.15,0.12,0.03,,0.01,16 Nov 04  ,Platform
9132, Family Party: Fitness Fun     ,D3 Publisher  ,TamSoft Corporation  ,,,,0.15,0.14,,,0.01,21 Sep 10  ,Sports
9133, L.A. Noire     ,Rockstar Games  ,Team Bondi  ,,,,0.15,0.07,0.07,,0.01,14 Nov 17  ,Adventure
9134, Dragon Ball Z: Harukanaru Densetsu (JP sales)     ,Atari  ,Bec  ,,,,0.15,,0.00,0.15,,05 Jun 07  ,Role-Playing
9135, WordJong     ,Destineer  ,Magellan Interactive  ,,7.5  ,,0.15,0.13,0.01,,0.01,16 Nov 07  ,Puzzle
9136, Arcade Zone     ,Activision  ,Ivolgamus UAB  ,,,,0.15,0.14,0.00,,0.01,08 Sep 09  ,Misc
9137, Tak: The Great Juju Challenge     ,THQ  ,Avalanche Software  ,,,,0.15,0.12,0.03,,0.00,19 Sep 05  ,Platform
9138, Scripps Spelling Bee     ,THQ  ,"Webfoot Technologies, Inc.  ",,,,0.15,0.14,,,0.01,28 Sep 10  ,Simulation
9139, Bomberman     ,Konami  ,Hudson Soft  ,,7.3  ,,0.15,0.14,0.00,,0.01,12 Sep 06  ,Puzzle
9140," Go, Diego, Go! Safari Rescue     ",2K Play  ,Black Lantern Studios  ,,,,0.15,0.14,0.01,,0.01,05 Nov 07  ,Adventure
9141, Major League Baseball 2K11     ,2K Sports  ,Visual Concepts  ,,,,0.15,0.14,,,0.01,08 Mar 11  ,Sports
9142, Knockout Kings 2003     ,EA Sports  ,NEW�Corporation  ,,,,0.15,0.12,0.03,,0.00,09 Oct 02  ,Sports
9143, Wolfenstein: The Old Blood     ,Bethesda Softworks  ,MachineGames  ,,8.0  ,,0.15,0.07,0.07,,0.01,05 May 15  ,Action
9144, NCAA Football 2004     ,EA Sports  ,EA Tiburon  ,,8.7  ,,0.15,0.12,0.03,,0.00,16 Jul 03  ,Sports
9145, The Godfather: Blackhand Edition     ,Electronic Arts  ,EA Redwood Shores  ,,7.4  ,,0.15,0.14,0.00,,0.01,20 Mar 07  ,Adventure
9146, XGIII: Extreme G Racing     ,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,,8.6  ,,0.15,0.12,0.03,,0.00,27 Nov 01  ,Racing
9147, Z.H.P. Unlosing Ranger vs Darkdeath Evilman     ,NIS America  ,Nippon Ichi Software  ,,8.0  ,,0.15,0.08,,0.06,0.01,26 Oct 10  ,Role-Playing
9148, Earth Defense Force 2025     ,D3Publisher  ,Unknown  ,,,,0.15,0.07,0.03,0.05,0.01,18 Feb 14  ,Misc
9149, Crush3D     ,Sega  ,Zoë Mode  ,,,,0.15,0.10,0.04,,0.01,06 Mar 12  ,Platform
9150, Chou Megami Shinkou Noire Gekishin Black Heart     ,Idea Factory  ,Unknown  ,,,,0.15,0.06,0.01,0.06,0.02,24 Feb 15  ,Misc
9151, Digimon World 4     ,Bandai  ,Bandai  ,,,,0.15,0.08,0.06,,0.02,02 Jun 05  ,Role-Playing
9152, Disney's Story Studio: Disney's Mulan     ,NewKidCo  ,Disney Interactive Studios  ,,,,0.15,0.09,0.06,,0.01,15 Dec 99  ,Misc
9153, Home Run     ,Atari  ,Atari  ,,,,0.15,0.14,0.01,,0.00,01 Jan 78  ,Sports
9154, KLAX     ,Atari  ,Atari  ,,,,0.15,0.14,0.01,,0.00,01 Jan 90  ,
9155, Pressure Cooker     ,Activision  ,Activision  ,,,,0.15,0.14,0.01,,0.00,01 Jan 83  ,Action
9156, Saturn Bomberman     ,Sega  ,Hudson Soft  ,,,,0.15,,,0.15,0.00,01 Jan 97  ,Puzzle
9157, Jikkyou Powerful Pro Yakyuu Portable     ,Konami  ,PawaPuro Productions  ,,,,0.15,,,0.15,,01 Apr 06  ,Sports
9158, Over My Dead Body 2     ,Sony Computer Entertainment  ,Unknown  ,,,,0.15,,,0.15,,03 Mar 15  ,Misc
9159, NHL 2K10     ,2K Sports  ,Visual Concepts  ,,6.5  ,,0.15,0.13,0.01,,0.01,15 Sep 09  ,Sports
9160, Infected     ,Majesco  ,Planet Moon Studios  ,,7.3  ,,0.15,0.14,0.00,,0.01,15 Nov 05  ,Shooter
9161, American Chopper     ,Activision  ,Creat Studio  ,,,,0.15,0.11,0.03,,0.01,03 Dec 04  ,Racing
9162, NBA 09: The Inside     ,Sony Computer Entertainment  ,SCEA San Diego Studio  ,,,,0.15,0.14,,,0.01,07 Oct 08  ,Sports
9163, Cities: Skylines     ,Koch Media  ,Colossal Order  ,,,,0.15,0.10,0.03,,0.01,21 Apr 17  ,Simulation
9164, Cars: Race-O-Rama     ,THQ  ,Rainbow Studios  ,,,,0.15,0.14,0.01,,0.01,13 Oct 09  ,Racing
9165, Gunslingers     ,Valcon Games  ,Neko Entertainment  ,,,,0.15,0.07,0.06,,0.02,28 Jun 11  ,Shooter
9166, Kingdom Under Fire: Heroes     ,Microsoft  ,Phantagram  ,,,,0.15,0.11,0.03,,0.01,20 Sep 05  ,Strategy
9167, F.E.A.R. 3     ,Warner Bros. Interactive  ,Day 1 Studios  ,,7.5  ,,0.15,0.04,0.09,,0.02,21 Jun 11  ,Shooter
9168, Cartoon Network Collection: Game Boy Advance Video Special Edition     ,Majesco  ,Majesco Games  ,,,,0.15,0.11,0.04,,0.00,01 Mar 05  ,Misc
9169, The Terminator: Dawn of Fate     ,Atari  ,Paradigm Entertainment  ,,,,0.15,0.11,0.03,,0.01,18 Sep 02  ,Action
9170, Kingdom of Paradise     ,Sony Computer Entertainment  ,Climax Entertainment  ,,7.0  ,,0.15,0.14,0.00,,0.02,15 Nov 05  ,Role-Playing
9171, Scooby-Doo! Unmasked     ,THQ  ,Artificial Mind and Movement  ,,,,0.15,0.12,0.03,,0.00,12 Sep 05  ,Platform
9172, Streak: Hoverboard Racing     ,GT Interactive  ,SingleTrac  ,,,,0.15,0.09,0.06,,0.01,31 Oct 98  ,Racing
9173, Block Party     ,Activision  ,Activision  ,,,,0.15,0.14,0.00,,0.01,11 Nov 08  ,Misc
9174, Prince of Persia: The Forgotten Sands     ,Ubisoft  ,Ubisoft Montreal  ,,,,0.15,0.14,0.01,,0.01,18 May 10  ,Action
9175, Soldier of Fortune: Payback     ,Activision  ,Cauldron Ltd.  ,,,,0.15,0.12,0.02,,0.02,14 Nov 07  ,Shooter
9176, Enthusia Professional Racing     ,Konami  ,Konami  ,,,,0.15,0.07,0.06,,0.02,03 May 05  ,Racing
9177, de Blob 2     ,THQ  ,Blue Tongue  ,,7.8  ,,0.15,0.10,0.04,,0.01,22 Feb 11  ,Platform
9178, Thor: God of Thunder     ,Sega  ,Red Fly Studio  ,,6.4  ,,0.15,0.10,0.04,,0.01,03 May 11  ,Action
9179, NCAA GameBreaker 2001     ,Sony Computer Entertainment  ,989 Sports  ,,,,0.15,0.07,0.06,,0.02,18 Dec 00  ,Sports
9180, Sonny with a Chance     ,Disney Interactive Studios  ,Altron  ,,,,0.15,0.12,0.02,,0.01,16 Mar 10  ,Action
9181, Get On Da Mic     ,Eidos Interactive  ,Artificial Mind and Movement  ,,,,0.15,0.07,0.06,,0.02,05 Oct 04  ,Misc
9182, Batman: Arkham Knight     ,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,,0.15,0.10,0.04,,0.01,23 Jun 15  ,Action
9183, Project Sylpheed: Arc of Deception     ,Microsoft  ,Game Arts / Seta Corporation  ,,6.7  ,,0.15,0.12,0.01,0.02,0.01,10 Jul 07  ,Shooter
9184, Army Men: Sarge's War     ,Global Star  ,Tactical Development  ,,,,0.15,0.12,0.03,,0.00,21 Aug 04  ,Shooter
9185, Amagami     ,Kadokawa Shoten  ,Kadokawa Shoten  ,,,,0.15,,,0.15,,31 Mar 11  ,Adventure
9186, Yooka-Laylee     ,Team17 Software  ,Playtonic Games  ,,,,0.15,0.07,0.06,,0.03,01 Jan 18  ,Platform
9187, Jikkyou Powerful Pro Yakyuu 2009     ,Konami  ,Konami  ,,,,0.15,,,0.15,,19 Mar 09  ,Sports
9188, Little League World Series Baseball 2009     ,Activision  ,Now Production  ,,,,0.15,0.14,,,0.01,23 Jun 09  ,Sports
9189, Bigfoot: Collision Course     ,Zoo Digital Publishing  ,Destination Software  ,,,,0.15,0.14,,,0.01,09 Jan 09  ,Racing
9190, Kidou Senkan Nadesico     ,Unknown  ,fupac  ,,,,0.15,,,0.15,,31 Dec 20  ,Strategy
9191, Naruto Shippuden: Legends: Akatsuki Rising     ,Namco Bandai  ,CyberConnect2  ,,5.8  ,,0.15,0.14,0.00,,0.01,06 Oct 09  ,Fighting
9192, Rise of the Tomb Raider     ,Square Enix  ,Crystal Dynamics  ,,,,0.15,,0.14,,0.01,28 Jan 16  ,Adventure
9193, Super Robot Wars V     ,Namco Bandai Games  ,Unknown  ,,,,0.15,,,0.15,,23 Feb 17  ,Action
9194, Frogger's Adventures: The Rescue     ,Konami  ,Konami  ,,,,0.15,0.12,0.03,,0.00,31 Oct 03  ,Platform
9195, SpongeBob's Truth or Square     ,THQ  ,Heavy Iron Studios  ,,,,0.15,0.07,0.07,,0.01,26 Oct 09  ,Action
9196, The Secret Saturdays: Beasts of the 5th Sun     ,D3 Publisher  ,High Voltage Software  ,,,,0.15,0.05,0.02,,0.08,20 Oct 09  ,Action
9197, Major League Baseball 2K10     ,2K Sports  ,Visual Concepts  ,,2.8  ,,0.15,0.14,,,0.01,02 Mar 10  ,Sports
9198, Samurai Warriors: Katana     ,KOEI  ,Omega Force  ,,,,0.15,0.11,0.00,0.04,0.01,16 Jan 08  ,Action
9199, MLB Power Pros 2008     ,2K Sports  ,PawaPuro Production  ,,,,0.15,0.05,0.04,0.05,0.01,29 Jul 08  ,Sports
9200, The Fairly Odd Parents: Clash with the Anti-World     ,THQ  ,THQ  ,,3.5  ,,0.15,0.11,0.04,,0.00,18 Oct 05  ,Adventure
9201, Warriors Orochi 3     ,Tecmo Koei  ,Omega Force  ,,,,0.15,0.04,0.05,0.04,0.02,02 Sep 14  ,Action
9202, Build-A-Bear Workshop: Welcome to Hugsville     ,Game Factory  ,Game Factory  ,,,,0.15,0.14,0.00,,0.01,23 Mar 10  ,Misc
9203, Marvel Super Hero Squad: The Infinity Gauntlet     ,THQ  ,THQ  ,,,,0.15,0.12,0.02,,0.01,16 Nov 10  ,Action
9204, Felony 11-79     ,ASCII Entertainment  ,Climax Entertainment  ,,,,0.15,,,0.15,,31 Aug 97  ,Racing
9205, Disney's The Lion King: Simba's Mighty Adventure     ,Activision  ,Paradox Development  ,,,,0.15,0.08,0.06,,0.01,22 Dec 00  ,Platform
9206, Megamind: Ultimate Showdown     ,THQ  ,THQ Australia Studios Pty Ltd.  ,,,,0.15,0.07,0.06,,0.02,02 Nov 10  ,Adventure
9207, Ice Age 2: The Meltdown     ,Sierra Entertainment  ,Amaze Entertainment  ,,5.5  ,,0.15,0.13,0.01,,0.01,14 Mar 06  ,Platform
9208, Bomberman     ,Ubisoft  ,Hudson Soft  ,,,,0.15,0.10,0.01,0.03,0.01,21 Jun 05  ,Puzzle
9209, Jikkyou Powerful Pro Yakyuu 2012     ,Konami Digital Entertainment  ,Unknown  ,,,,0.15,,,0.15,,19 Jul 12  ,Misc
9210, All Japan Pro Wrestling featuring Virtua     ,Sega  ,Sega  ,,,,0.15,,,0.15,,23 Oct 97  ,Fighting
9211, The Walking Dead: A Telltale Games Series     ,Telltale Games  ,Unknown  ,,,,0.15,0.10,,0.01,0.04,01 Aug 13  ,Misc
9212, Rudra no Hihou     ,Square  ,SquareSoft  ,,,,0.15,,,0.15,,05 Apr 96  ,Role-Playing
9213, Pro Evolution Soccer 2015     ,Konami Digital Entertainment  ,PES Productions  ,,,,0.15,0.04,0.10,,0.01,11 Nov 14  ,Sports
9214, Prince of Persia: The Sands of Time     ,Ubisoft  ,Ubisoft Montreal  ,,,,0.15,0.11,0.04,,0.00,30 Oct 03  ,Adventure
9215, Farm Frenzy: Animal Country     ,City Interactive  ,City Interactive  ,,,,0.15,0.13,0.01,,0.01,28 Sep 10  ,Simulation
9216, Zoids: Battle Legends     ,Atari  ,Tomy Corporation  ,,5.0  ,,0.15,0.12,0.03,,0.00,04 Sep 04  ,Action
9217, World Series Baseball 2K3     ,Sega  ,Blue Shift  ,,,,0.15,0.11,0.03,,0.01,10 Mar 03  ,Sports
9218, Serious Sam     ,Gotham Games  ,Croteam  ,,,,0.15,0.11,0.03,,0.01,10 Nov 02  ,Shooter
9219, Toukiden 2     ,Tecmo Koei  ,Omega Force  ,,,,0.15,0.02,0.00,0.13,0.01,21 Mar 17  ,Action
9220, Fantastic Four: Rise of the Silver Surfer     ,2K Games  ,Visual Concepts  ,,,,0.15,0.12,0.02,,0.02,15 Jun 07  ,Action
9221, Kowloon's Gate     ,Sony Computer Entertainment  ,ArtDink  ,,,,0.15,,,0.14,0.01,28 Feb 97  ,Adventure
9222, Brothers: A Tale of Two Sons     ,505 Games  ,Starbreeze Studios  ,,,,0.15,0.04,0.09,,0.02,12 Aug 15  ,Adventure
9223, Killer7     ,Capcom  ,Grasshopper Manufacture  ,,7.2  ,,0.15,0.12,0.03,,0.00,07 Jul 05  ,Action
9224, Dengeki Bunko Fighting Climax     ,Sega  ,Sega  ,,,,0.15,0.05,0.00,0.08,0.02,06 Oct 15  ,Fighting
9225, High Velocity Bowling     ,Sony Computer Entertainment  ,Team Ramrod  ,,,,0.15,0.13,,,0.02,21 Sep 10  ,Sports
9226, Super Monkey Ball Adventure     ,Sega  ,Traveller's Tales  ,,,,0.15,0.12,0.03,,0.00,01 Aug 06  ,Platform
9227, Rayman Origins     ,Ubisoft  ,Ubisoft  ,,,,0.15,0.06,0.08,,0.01,06 Dec 12  ,Platform
9228, FIFA Soccer 2002     ,EA Sports  ,EA Canada  ,,,,0.15,0.08,0.06,,0.01,01 Nov 01  ,Sports
9229, One Piece Unlimited World: Red     ,Namco Bandai Games  ,Unknown  ,,,,0.15,0.04,0.04,0.04,0.03,08 Jul 14  ,Misc
9230, Travel Games For Dummies     ,Electronic Arts  ,Electronic Arts  ,,,,0.15,0.14,0.00,,0.01,28 Oct 08  ,Misc
9231, Space Invaders Extreme     ,Square Enix  ,Taito Corporation  ,8.6  ,8.3  ,,0.15,0.12,0.01,0.01,0.01,17 Jun 08  ,
9232, Street Fighter Anniversary Collection     ,Capcom  ,Capcom  ,,,,0.15,0.11,0.03,,0.01,22 Feb 05  ,Fighting
9233, Major League Baseball 2K12     ,Take-Two Interactive  ,Unknown  ,,,,0.15,0.14,,,0.01,06 Mar 12  ,Misc
9234, Suzumiya Haruhi no Yakusoku     ,Namco Bandai  ,Bandai Namco Games  ,,,,0.15,,,0.15,,27 Dec 07  ,Adventure
9235, FIFA 06: Road to FIFA World Cup     ,EA Sports  ,EA Canada  ,,6.1  ,,0.15,0.11,0.02,0.01,0.01,16 Nov 05  ,Sports
9236, Shadow Ops: Red Mercury     ,Atari  ,Zombie�Studios  ,,,,0.15,0.11,0.03,,0.01,15 Jun 04  ,Shooter
9237, Indigo Prophecy     ,Atari  ,Quantic Dream  ,,,,0.15,0.07,0.06,,0.02,26 Sep 05  ,Adventure
9238, Kids Learn Math: A+ Edition     ,Unknown  ,Talking Stick Games  ,,,,0.15,0.14,,,0.01,04 Oct 11  ,Misc
9239, World League Soccer     ,Mindscape  ,Anco  ,,,,0.15,,,0.15,0.00,01 Apr 92  ,Sports
9240, NBA ShootOut 2001     ,Sony Computer Entertainment  ,989 Sports  ,,,,0.15,0.07,0.06,,0.02,19 Feb 01  ,Sports
9241, Final Fantasy XI: Vana'diel Collection 2008     ,Square Enix  ,Square Enix  ,,,,0.15,0.13,0.00,0.01,0.01,20 Nov 07  ,Role-Playing
9242, The Oregon Trail      ,Crave Entertainment  ,SVG Distribution  ,,,,0.15,0.14,,,0.01,09 Dec 11  ,Adventure
9243, Samurai Shodown Anthology     ,SNK Playmore  ,SNK Playmore Corporation  ,,,,0.15,0.07,0.06,,0.02,24 Mar 09  ,Fighting
9244, Cake Mania: In The Mix!     ,Majesco  ,Gorilla Systems  ,,,,0.15,0.14,0.00,,0.01,24 Nov 08  ,Puzzle
9245, Musashi: Samurai Legend     ,Square Enix  ,Square Enix  ,,6.9  ,,0.15,0.07,0.06,,0.02,15 Mar 05  ,Role-Playing
9246, Countdown: The Game     ,Mindscape  ,Mindscape  ,,,,0.15,,0.14,,0.01,06 Nov 09  ,Puzzle
9247, Derby Stallion Gold     ,Kadokawa Shoten  ,Enterbrain  ,,,,0.15,,,0.15,,04 Dec 14  ,Sports
9248, NBA Ballers: Chosen One     ,Midway Games  ,Midway Games  ,,,,0.15,0.13,,,0.02,21 Apr 08  ,Sports
9249, Pok�mon: Johto Photo Finish: Game Boy Advance Video     ,Majesco  ,Nintendo  ,,,,0.15,0.11,0.04,,0.00,21 Jun 04  ,Misc
9250, F1 2001     ,EA Sports  ,Electronic�Arts�UK  ,,,,0.15,0.07,0.06,,0.02,01 Oct 01  ,Racing
9251, J-League Victory Goal     ,Sega  ,Sega  ,,,,0.15,,,0.15,,20 Jan 95  ,Sports
9252, Top Gun: Combat Zones     ,Titus  ,Digital Integration  ,,,,0.15,0.12,0.03,,0.00,24 Oct 02  ,Simulation
9253, Ben 10 Galactic Racing     ,D3 Publisher  ,Monkey Bar Games  ,,,,0.15,0.07,0.07,,0.01,25 Oct 11  ,Racing
9254, Rock Band: Metal Track Pack     ,MTV Games  ,Harmonix Music Systems  ,,,,0.15,0.14,,,0.01,22 Sep 09  ,Misc
9255, Spongebob Squarepants / Fairly Odd Parents Double Pack     ,THQ  ,THQ  ,,,,0.15,0.11,0.04,,0.00,01 Jun 05  ,Action
9256, History Civil War: Secret Missions     ,Activision  ,Cauldron Ltd.  ,,,,0.15,0.07,0.06,,0.02,04 Nov 08  ,Shooter
9257, NHL 09     ,Electronic Arts  ,EA Canada  ,,,,0.15,0.07,0.06,,0.02,04 Nov 08  ,Sports
9258, Dark Rift     ,Vic Tokai  ,Kronos Digital Entertainment  ,,,,0.15,0.12,0.03,,0.00,30 Jun 97  ,Fighting
9259, Derby Stallion 64     ,Media Factory  ,ParityBit  ,,,,0.15,,,0.15,0.00,10 Aug 01  ,Sports
9260, Doraemon 3: Nobi Dai no Machi SOS!     ,Epoch  ,Epoch  ,,,,0.15,,,0.09,0.06,28 Jul 00  ,Platform
9261, Space Station Silicon Valley     ,Take-Two Interactive  ,DMA Design  ,,8.3  ,,0.15,0.12,0.03,,0.00,01 Jan 98  ,Adventure
